Unnamed: 0,Song Title,Artists,Producers,Genius ViewCount,Song Rank,Year,Lyrics
40,I Like It,"('Cardi B', 'Bad Bunny', 'J Balvin')","['Craig Kallman', 'Tainy', 'J. White Did It']",3422109,69,2019,"[Intro]
Yeah, baby, I like it like that
You gotta believe me when I tell you
I said I like it like that
You gotta believe me when I tell you
I said I like it like—

[Verse 1: Cardi B]
Now I like dollars, I like diamonds
I like stuntin', I like shinin' (Yeah)
I like million dollar deals
Where's my pen? Bitch I'm signin' (Signin')
I like those Balenciagas (Those)
The ones that look like socks
I like going to the jeweler
I put rocks all in my watch (Cha-ching)
I like texts from my exes when they want a second chance (What?)
I like proving niggas wrong
I do what they say I can't
They call me Cardi Bardi, banging body
Spicy mami, hot tamale
Hotter than a Somali, fur coat, Ferrari (Rrr, woo)
Hop out the stu', jump in the coupe (Coupe)
Big Dipper on top of the roof
Flexing on bitches as hard as I can
Eating halal, driving the Lam'
Told that bitch I'm sorry though (Sorry though)
'Bout my coins like Mario (Mario)
Yeah, they call me Cardi B
I run this shit like cardio
Woo, facts

[Chorus: Cardi B]
Diamond district in the chain, chain (I said I like it like that)
Certified, you know I'm gang, gang, gang, gang (I said I like it like—woo)
Drop the top and blow the brains, woo (Woo, I said I like it like that)
Oh, he's so handsome, what's his name? Yeah (Woo, bags, I said I like it)
Oh, I need the dollars, cha-ching (I said I like it like that)
Beat it up like piñatas (I said I like it like—; uh)
Tell the driver, close the curtains (I said I like it like that, skrrt)
Bad bitch make you nervous (I said I like it)
Cardi B

[Verse 2: Bad Bunny]
Chambean, chambean, pero no jalan (¡Jalan!)
Tú compras to'a las Jordan, bobo, a mí me las regalan (Jeje)
I spend in the club what you have in the bank (¡Wuh; ¡yeh!)
This is the new religion bang in Latino gang, gang, ¡yeh!
Trato de hacer dieta, pero es que en el closet tengo mucha grasa (¡Yeh!; ¡wuh!)
Ya mudé la' Gucci pa' dentro de casa, yeh (¡Wuh!)
Cabrón, a ti no te conocen ni en Plaza (No)
El Diablo me llama, pero Jesucristo me abraza (Amén)
Guerrero como Eddie, que viva la raza, yeh
Me gustan boricuas, me gustan cubanas
Me gusta el acento de las colombianas (¿Qué hubo pues?)
Como mueve el culo la dominicana (¿Qué lo que?)
Lo rico que me chingan las venezolanas (¡Wuh!)
Andamos activos, Perico Pin Pin (Wuh)
Billetes de cien en el maletín (¡Ching!)
Que retumbe el bajo, Bobby Valentín, yeh (¡Buh!)
Aquí es prohibido amar, diles, Charytín
Que pa'l picor les tengo Claritín
Yo llego a la disco y se forma el motín (¡Rrrah!)

[Chorus: Cardi B, Bad Bunny]
Diamond district in the chain (I said I like it like that)
Bad Bunny baby, bebé, bebé
Certified, you know I'm gang, gang, gang, gang (I said I like it like—woo)
Drop the top and blow the brains, woo (Woo, I said I like it like that)
Oh, he's so handsome, what's his name? Yeah (Woo, yeh, I said I like it)
Oh, I need the dollars, cha-ching (I said I like it like that)
Beat it up like piñatas (I said I like it like—)
Tell the driver, close the curtains (I said I like it like that, skrrt)
Bad bitch make you nervous (I said I like it, that)

[Verse 3: J Balvin]
Como Celia Cruz tengo el azúcar (Azúca')
Tu jeva me vio y se fue de pecho como Jimmy Snuka (Ah)
Te vamos a tumbar la peluca
Y arranca pa'l carajo, cabrón, que a ti no te vo'a pasar la hookah (Hookah, hookah)
Mis tenis Balenciaga me reciben en la entrada (Wuh)
Pa-Pa-Paparazzi like I'm Lady Gaga (Wuh)
Y no te me hagas (Eh)
Que en cover de Billboard tú has visto mi cara (Eh)
No salgo de tu mente (Wuh)
Donde quieras que viajes has escuchado ""Mi Gente""
Yo no soy hype, soy como el Testarossa (Hype; 'rossa)
Yo soy el que se la vive y también el que la goza (Goza, goza)
Es la cosa, mami es la cosa (Cosa, cosa)
El que mira sufre y el que toca goza (Goza, goza, goza)

[Bridge: J Balvin, Cardi B]
I said I like it like that
I said I like it like that (Rrr)
I said I like it like that (Woo)
I said I like it like that

[Chorus: Cardi B]
Diamond district in the chain (I said I like it like that)
Certified, you know I'm gang, gang (I said I like it like—)
Drop the top and blow the brains, woo (I said I like it like that)
Oh, he's so handsome, what's his name? Yeah (I said I like it)"
41,If I Can't Have You,"('Shawn Mendes',)","['Teddy Geiger', 'Shawn Mendes', 'Scott Harris', 'Ojivolta', 'Nate Mercereau']",873950,29,2019,"[Chorus]
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?

[Verse 1]
I'm in Toronto and I got this view
But I might as well be in a hotel room, yeah
It doesn't matter 'cause I'm so consumed
Spending all my nights reading texts from you

[Pre-Chorus]
Oh, I'm good at keeping my distance
I know that you're the feeling I'm missing
You know that I hate to admit it
But everything means nothing if I can't have you

[Chorus]
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?

[Verse 2]
I'm so sorry that my timing's off
But I can't move on if we're still gonna talk
Is it wrong for me to not want half?
I want all of you, all the strings attached

[Pre-Chorus]
Oh, I'm good at keeping my distance
I know that you're the feeling I'm missing
You know that I hate to admit it
But everything means nothing if I can't have you

[Chorus]
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you?
I can't write one song that's not about you
Can't drink without thinking about you
Is it too late to tell you that
Everything means nothing if I can't have you?

[Bridge]
I'm trying to move on, forget you, but I hold on
Everything means nothing, everything means nothing, babe
I'm trying to move on, forget you, but I hold on
Everything means nothing if I can't have you, no

[Chorus]
I can't write one song that's not about you
Can't drink without thinkin' about you
Is it too late to tell you that
Everything means nothing if I can't have you? (Can't have you)
I can't write one song that's not about you
Can't drink without thinking about you
Is it too late to tell you that
Everything means nothing if I can't have you?"
42,Knockin' Boots,"('Luke Bryan',)","['Jody Stevens', 'Jeff Stevens']",17184,79,2019,"[Verse 1]
This truck needs a half tank
These wheels need a two-lane
This radio needs three songs to play
To get me 'cross town to you
That dress needs to slip off
That hair needs to come down
Friday nights need to do
What Friday nights need to do
That's the truth

[Chorus]
Yeah, birds need bees and ice needs whiskey
Boys like me need girls like you to kiss me
""Fishin' in the Dark"" needs Nitty Gritty
Under that pale moon
Sweet tea needs that sugar stirrin'
Small town nights need both ends burnin'
Shades need drawin', hearts need fallin'
Boots need knockin', knockin' boots
Knockin' boots, me and you, oh

[Verse 2]
Long weeks need a weekend
Cheap drinks need a-slingin'
That dance floor needs some me on you
And you on me tonight
Singalongs need to be sung
Tip bells need to be rung
Last calls need a call that cab
And backseats need I want you so bad

[Chorus]
Yeah, birds need bees and ice needs whiskey
Boys like me need the girls like you to kiss me
""Fishin' in the Dark"" needs Nitty Gritty
Under that pale moon
Sweet tea needs that sugar stirrin'
Small town nights need both ends burnin'
Shades need drawin', hearts need fallin'
Boots need knockin', knockin' boots
Knockin' boots, girl, me and you

[Bridge]
Doors need shuttin'
Lights need cuttin'
Lips need lockin'
Boots need knockin'

[Chorus]
And birds need bees and ice needs whiskey
Boys like me need the girls like you to kiss me
""Fishin' in the Dark"" needs Nitty Gritty
Under that pale moon
Sweet tea needs that sugar stirrin'
Small town nights need both ends burnin'
Shades need drawin', hearts need fallin'
Boots need knockin', knockin' boots
Mmm, knockin' boots, me and you, oh
Knockin' boots"
43,Leave Me Alone,"('Flipp Dinero',)","['Cast Beats', 'Young Forever Beats']",1079875,71,2019,"[Intro]
Yeah, yeah
Yeah, I miss you but I got no time for that (Damn, yeah)
Yeah, ayy, yeah, ayy (Young Forever)

[Verse 1]
Yeah, I miss you but I got no time for that
How could you? Wish you had never played me
Have no time for that (Damn)
Claiming you're my lady, got no time for that
How could you move it like you're crazy?
I ain't call you back (Damn)

[Chorus]
Leave me alone
Drunk as fuck
Bitch you dumb as fuck
Running up the bucks (D-damn, ayy)
Leave me alone
Drunk as fuck
Bitch, you dumb as fuck
Bitch, you done or what? (Yeah)
Leave me alone
Drunk as fuck
Bitch, you dumb as fuck
Running up the bucks (Damn, ayy)
Leave me alone
Yeah, yeah, yeah, yeah (Ayy)

[Verse 2]
Yeah, I miss you but I got no time for that
You was my lil' lady, drive me crazy
I was fine with that (Damn)
How you just gon' play me? I ain't fine with that
Thinking 'bout you daily
Smoking crazy while I'm off the tech (Damn)
Flexin', oh, we was flexing
Always had told you that you'd be a star
Goals in our checklist (Damn)
Question, oh, check your message
Knew that I couldn't fuck the bitch from the start
Or she was texting (Damn)
Demon, she cold (Yeah)
Leave and I'm gone (Yeah)
Fiendin', she on (Yeah)
Dreaming, we are (Yeah)
Drop is a coupe
Dropping the top of my car (Ayy)
I cannot love on no bitch when she fucking the clique
Man, she playing her part (Yeah, damn, ayy)
Life is a bitch, knew all that shit from the start (Ayy)
I told myself I walk up from that bitch and she leave all that shit in the dark (Like damn)

[Chorus]
Leave me alone
Drunk as fuck
Bitch, you dumb as fuck
Running up the bucks (Damn, ayy)
Leave me alone
Drunk as fuck
Bitch, you dumb as fuck
Bitch, you done or what? (Yeah)
Leave me alone
Drunk as fuck
Bitch, you dumb as fuck
Running up the bucks (Damn)
Leave me alone
Yeah, yeah, yeah, yeah

[Verse 3]
You can't play me, I'm just wavy
Sipping purple 'til I'm lazy
Like a throwback
Ayisyen, how you ain't know that?
Hit my bop like I'm Lil Kodak
On the block where it ain't good at
I can't sweat you, I'm like, ""Who that?""
I can't sweat you, I don't do that (Nah, nah, ayy)
Tell you the truth
I ain't want you to depart (Ayy)
I wanted you but I can't fuck with you
'Cause you different, you can't play your part (No, damn, ayy)
Tell you the truth
I wanted you from the start (Ayy)
I cannot fuck on no bitch
I can't love when the bitch is not playing her part (Like damn)

[Chorus]
Leave me alone
Drunk as fuck
Bitch, you dumb as fuck
Running up the bucks (Damn, ayy)
Leave me alone
Drunk as fuck
Bitch, you dumb as fuck
Bitch, you done or what? (Yeah)
Leave me alone
Drunk as fuck
Bitch, you dumb as fuck
Running up the bucks (Damn, ayy)
Leave me alone
Yeah, yeah, yeah, yeah"
44,Look Back At It,"('A Boogie Wit da Hoodie',)",['Jahaan Sweet'],486301,41,2019,"[Chorus]
Look back at it
She ain't never do this before, but she good at it
Said she never made love, but she good at it (She good at it)
She make a nigga feel good when I look at it (Yeah)
I get goosebumps when I look at it (Look at it)
Oh, girls just wanna have fun with it (Fun with it)
All the girls just wanna have fun with me (Fun with me)
These girls ain't really no good for me, yeah

[Post-Chorus]
Drrrat, da-da, da
Drrrat, da-da-da, da
Drrrat, da-da-um-da
Drrrat, da-da-da-um-da
Yeah, got a new Benz that I ain't promotin', yeah
All of my friends love money throwin'
Drrrat, da-da-da-um-da

[Verse 1]
Let me tell you something 'bout my life
And every single chain, and my diamond rings
The way you walkin', the way you talkin', it's all because of me
And the way I'm all on you, girl, you know it's true
The way I speak, it's my melody
Don't you ever think it's another me
Girl, on everything, it's a lot on me
I cannot be seen, I cannot be takin' apologies
Yeah, they plot on me, 'cause that bag on me
Yeah, they after me, I got racks on me
Got the stash on me, think they gassin' me
Yeah, hoodie on low but I stay focused
Yeah, it's hard to stay low when everybody notice, yeah

[Chorus]
Look back at it
She ain't never do this before, but she good at it
Said she never made love, but she good at it
She make a nigga feel good when I look at it
I get goosebumps when I look at it
Oh, girls just wanna have fun with it
All the girls just wanna have fun with me
These girls ain't really no good for me, yeah

[Post-Chorus]
Drrrat, da-da, da
Drrrat, da-da-da, da
Drrrat, da-da-um-da
Drrrat, da-da-da-um-da
Yeah, got a new Benz that I ain't promotin', yeah
All of my friends love money throwin'
Drrrat, da-da-da-um-da
Drrrat, da-da-um-da

[Verse 2]
Can I come by and vibe? (Can I?)
I get a different type of fly (Fly)
Hit a lick and split it with my guys (My guys)
Gettin' rich I'm really lit, but I (I)
Ain't shit, I admit it but I try (I try)
If I'm wrong, just tell me that I'm right
Let me tell you somethin' 'bout my life (My life)

[Outro]
Look back at it
Said she never made love, but she good at it (Good at it)
I get goosebumps when I look at it (When I look at it)
All the girls just wanna have fun with me
These girls..."
45,Look What God Gave Her,"('Thomas Rhett',)","['Dann Huff', 'Julian Bunetta', 'Thomas Rhett']",17480,85,2019,"[Verse 1]
Don't even want the attention
But yeah, that's all that she's getting
Her song is on and she's spinning around, yeah
She got me drunk like Corona
Heart racing like it's Daytona
Ooh, I'm in Heaven, I swear, right now

[Pre-Chorus]
And those eyes can hypnotize
Was designed to blow my mind

[Chorus]
Look what God gave her, how perfect He made her
She walks in the room, it's like He answered my prayers
The way that she moves, how could anybody blame her?
I know she's got haters, but it ain't her fault, nah
Look what God gave her

[Verse 2]
It's like I heard angels singing
Like she came down from the ceiling
When she walked in here this evening, I thought, yeah
That girl one in seven billion
Got everyone in here feeling
Like there's a fire in this building, so hot

[Pre-Chorus]
Got a smile on her angel face
I know I'll never lose my faith

[Chorus]
Look what God gave her, how perfect He made her
She walks in the room, it's like He answered my prayers
The way that she moves, how could anybody blame her?
I know she's got haters, but it ain't her fault, nah
Look what God gave her

[Bridge]
Got that look in her eyes
Swear she fell right out the sky
Yeah, I think I've seen the light
Every kiss, I could die
It's like the heavens opened wide
Man, I swear I've seen the light

[Chorus]
Look what God gave her, how perfect He made her
She walks in the room, it's like He answered my prayers
The way that she moves, how could anybody blame her?
I know she's got haters, but it ain't her fault, nah
Look what God gave her

[Post-Chorus]
Ooh, ooh
Ooh, look what God gave her (Look what God gave her)
Ooh, ooh
Oh yeah, look what God gave her"
46,Love Lies,"('Khalid', 'Normani')","['Digi', 'Charlie Handsome']",824233,88,2019,"[Verse 1: Khalid]
Sorry if it's hard to catch my vibe, mmm
I need a lover to trust, tell me you're on my side
Are you down for the ride?
It's not easy for someone to catch my eye
But I've been waitin' for you for my whole damn life
For my whole lifetime

[Pre-Chorus: Khalid]
Don't be afraid to tell me if you ain't with it (You ain't with it)
I see you're focused, yeah you're so independent (Independent)
It's hard for me to open up, I'll admit it (I'll admit it)
You've got some shit to say and I'm here to listen

[Chorus: Khalid & Normani]
So baby, tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies

[Verse 2: Normani]
I've been so into your mystery
Is it because of our history?
Are you into me?
When it feels so good, but it's bad for you
Can't say I don't want it 'cause I know I do
Come on over, I need your company
Cravin' that synergy

[Pre-Chorus: Normani]
Don't be afraid to tell me if you ain't with it (You ain't with it)
I see you're focused, yeah, you're so independent (Independent)
It's hard for me to open up, I'll admit it (I'll admit it)
You've got some shit to say and I'm here to listen

[Chorus: Khalid & Normani]
So baby, tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies
Tell me where your love lies
Waste the day and spend the night
Underneath the sunrise
Show me where your love lies

[Bridge: Khalid & Normani / Khalid & Normani]
If you're down, don't hide it
Feelin' me, you don't gotta deny it
Baby you gon' make me overnight it
Tell me, are you down?
If you're down, don't hide it (Yeah)
Feelin' me, you don't gotta deny it (Yeah)
Baby you gon' make me overnight it
Tell me, are you down? (Tell me)

[Chorus: Khalid & Normani / Normani]
Tell me where your love lies (Tell me where your love lies)
Waste the day and spend the night (Waste the day, spend the night)
Underneath the sunrise (Underneath the sunrise)
Show me where your love lies (Tell me where your love lies)
Tell me where your love lies (Show me where your love lies)
Waste the day and spend the night (Yeah, yeah)
Underneath the sunrise (Ooh)
Show me where your love lies"
47,Lucid Dreams,"('Juice WRLD',)",['Nick Mira'],3890660,48,2019,"[Intro]
Enviyon on the mix
No, no, no, no
No-no, no, no, no
No, no, no, no, no
No, no, no, no

[Chorus]
I still see your shadows in my room
Can't take back the love that I gave you
It's to the point where I love and I hate you
And I cannot change you, so I must replace you, oh
Easier said than done, I thought you were the one
Listenin' to my heart instead of my head
You found another one, but I am the better one
I won't let you forget me
I still see your shadows in my room
Can't take back the love that I gave you
It's to the point where I love and I hate you
And I cannot change you, so I must replace you, oh
Easier said than done, I thought you were the one
Listenin' to my heart instead of my head
You found another one, but I am the better one
I won't let you forget me

[Verse]
You left me falling and landing inside my grave
I know that you want me dead
I take prescriptions to make me feel a-okay
I know it's all in my head
I have these lucid dreams where I can't move a thing
Thinking of you in my bed
You were my everything
Thoughts of a wedding ring
Now I'm just better off dead (Uh, uh, uh)
I'll do it over again
I didn't want it to end
I watch it blow in the wind
I should've listened to my friends
Leave this shit in the past, but I want it to last
You were made outta plastic, fake
I was tangled up in your drastic ways
Who knew evil girls had the prettiest face?
You gave me a heart that was full of mistakes
I gave you my heart and you made heartbreak

[Bridge]
You made my heart break
You made my heart ache (I still see your shadows in my room)
You made my heart break
You made my heart ache (Can't take back the love that I gave you)
You made my heart break (Were made outta plastic, fake)
You made my heart ache (I still see your shadows in my room)
You made my heart break again (I was tangled up in your drastic ways)
(Who knew evil girls had the prettiest face?)

[Chorus]
I still see your shadows in my room
Can't take back the love that I gave you
It's to the point where I love and I hate you
And I cannot change you, so I must replace you, oh
Easier said than done, I thought you were the one
Listenin' to my heart instead of my head
You found another one, but I am the better one
I won't let you forget me
I still see your shadows in my room
Can't take back the love that I gave you
It's to the point where I love and I hate you
And I cannot change you, so I must replace you, oh
Easier said than done, I thought you were the one
Listenin' to my heart instead of my head
You found another one, but I am the better one
I won't let you forget me

[Outro]
Leave this shit in the past, but I want it to last
You were made outta plastic, fake
I was tangled up in your drastic ways
Who knew evil girls had the prettiest face?
Easier said than done, I thought you were—
—instead of my head
You found another— better one
I won't let you forget me"
48,ME!,"('Taylor Swift', 'Brendon Urie')","['Taylor Swift', 'Joel Little']",1299599,43,2019,"[Intro: Taylor Swift]
I promise that you'll never find another like me

[Verse 1: Taylor Swift]
I know that I'm a handful, baby, uh
I know I never think before I jump
And you're the kind of guy the ladies want
(And there's a lot of cool chicks out there)
I know that I went psycho on the phone
I never leave well enough alone
And trouble's gonna follow where I go
(And there's a lot of cool chicks out there)

[Pre-Chorus: Taylor Swift]
But one of these things is not like the others
Like a rainbow with all of the colors
Baby doll, when it comes to a lover
I promise that you'll never find another like

[Chorus: Taylor Swift]
Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Baby, that's the fun of me
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e

[Verse 2: Brendon Urie & Taylor Swift]
I know I tend to make it about me
I know you never get just what you see
But I will never bore you, baby
(And there's a lot of lame guys out there)
And when we had that fight out in the rain
You ran after me and called my name
I never wanna see you walk away
(And there's a lot of lame guys out there)

[Pre-Chorus: Taylor Swift & Brendon Urie, Brendon Urie]
'Cause one of these things is not like the others
Livin' in winter, I am your summer
Baby doll, when it comes to a lover
I promise that you'll never find another like

[Chorus: Brendon Urie, Taylor Swift & Brendon Urie]
Me-e-e, ooh-ooh-ooh-ooh
I'm the only one of me
Let me keep you company
Eeh-eeh-eeh, ooh-ooh-ooh-ooh
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e

[Bridge: Brendon Urie, Taylor Swift & Both]
Girl, there ain't no I in ""team""
But you know there is a ""me""
Strike the band up, 1, 2, 3
I promise that you'll never find another like me
Girl, there ain't no I in ""team""
But you know there is a ""me""
And you can't spell ""awesome"" without ""me""
I promise that you'll never find another like

[Chorus: Both, Taylor Swift & Brendon Urie]
Me-e-e (Yeah), ooh-ooh-ooh-ooh (And I want ya, baby)
I'm the only one of me (I'm the only one of me)
Baby, that's the fun of me (Baby, that's the fun of me)
Eeh-eeh-eeh, ooh-ooh-ooh-ooh (Oh)
You're the only one of you (Oh)
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e

[Outro: Brendon Urie, Taylor Swift & Both]
Girl, there ain't no I in ""team"" (Ooh-ooh-ooh-ooh)
But you know there is a ""me""
I'm the only one of me (Oh-oh)
Baby, that's the fun of me
(Eeh-eeh-eeh, ooh-ooh-ooh-ooh)
Strike the band up, 1, 2, 3
You can't spell ""awesome"" without ""me""
You're the only one of you
Baby, that's the fun of you
And I promise that nobody's gonna love you like me-e-e"
49,MIA,"('Bad Bunny', 'Drake')","['DJ Luian', 'Mambo Kingz']",1078827,44,2019,"[Letra de ""MÍA"" ft. Drake]

[Intro: Bad Bunny & Drake]
Bad Bunny, baby, bebé
Yeh-yeh-yeh-yeh
Yeah
Todos están pendiente' a ti (¡Wouh!)
Pero tú puesta pa' mí (Ajá)
Haciendo que me odien más (Yeh-yeh-yeh)

[Pre-Coro: Drake & Bad Bunny]
Porque todos te quieren probar (Ah)
Lo que no saben es que no te dejas llevar de cualquiera
Y todos te quieren probar (Nah)
Lo que no saben es que hoy yo te voy a buscar (Yeh-yeh)

[Coro: Drake & Bad Bunny]
Dile que tú eres mía, mía
Tú sabe' que eres mía, mía
Tú misma lo decías
Cuando yo te lo hacía (Yeh)
Dile que tú eres mía, mía
Tú sabe' que eres mía, mía
Tú a mí me lo decías
Cuando yo te lo hacía
(Yeah-yeah-yeah-yeah)

[Verso 1: Bad Bunny]
Bebé, yo soy fan de tu caminar (¡Wouh!)
Te doy todo lo mío, hasta mi respirar (Yeh)
Contigo veo todo como en espiral (Yeh)
Quiero tirarnos fotos y que se hagan viral (Ja)
Tus ojos me concentran como Adderall (¡Wouh!)
Contigo me sube el overall (Yeh)
Te toco y hasta el mundo deja de girar (¡Wouh-wouh!)
A nosotros ni la muerte nos va a separar (Wah)
Bebé, yo soy tuyo na' más (Na' más)
Diles que conmigo te vas (¡Wouh!)
Que dejen de tirarte (Rrr)
Que a ti nadie va a tocarte

[Coro: Bad Bunny]
Dile que tú eres mía, mía
Tú sabe' que eres mía, mía
Tú a mí me lo decías (Tú a mí me lo decías)
Cuando yo te lo hacía (Cuando yo te lo hacía, yeh)
Dile que tú eres mía, mía
Tú sabe' que eres mía, mía
Tú a mí me lo decías (Tú a mí me lo decías)
Cuando yo te lo hacía (Cuando yo te lo hacía)

[Verso 2: Bad Bunny]
Yo soy tu Romeo, pero no Santo (No)
A estos bobos con la forty los espanto (Plo-plo)
Muchas me quieren desde que yo canto (Ja)
Pero yo soy tuyo na' más (¡Wouh!)
Yo soy tu Romeo, pero no Santo (Yeh)
A estos bobos con la forty los espanto
Muchas me quieren desde que yo canto (Ajá)
Pero yo soy tuyo na' más (¡Buh!)
Dile que tú eres mía desde la high (Desde la high, yeh)
El yerno favorito de tu mai' (De tu mai')
El capo que tenía to' las Jordans y las Nike (Y las Nike; ¡wouh-wouh!)
Dile a estos bobos que dejen de darte like (De darte like)
Quiero está noche entera
Pa' recordar los tiempos en la escalera (La escalera)
Dile que yo no soy cualquiera
Yo soy tu primero, tú eres mi primera (Yah-yah-yah)

[Pre-Coro: Bad Bunny]
Porque todos te quieren probar (Ajá)
Lo que no saben es que no te dejas llevar de cualquiera (No-no-no-no)
Y todos te quieren probar (¡Wouh!)
Lo que no saben es que hoy yo te voy a buscar (Yeh-yeh, ¡rrrrrrah!)

[Coro: Drake & Bad Bunny]
Dile que tú eres mía, mía
Tú sabe' que eres mía, mía
Tú misma lo decías (Tú misma lo decías)
Cuando yo te lo hacía (Cuando yo te lo hacía)
Dile que tú eres mía, mía
Tú sabe' que eres mía, mía
Tú misma lo decías (Tú misma lo decías)
Cuando yo te lo hacía (Cuando yo te lo hacía)"
50,Middle Child,"('J. Cole',)","['J. Cole', 'T-Minus']",2170552,25,2019,"[Intro]
You good, T-Minus?

[Refrain]
Niggas been countin' me out
I’m countin' my bullets, I'm loadin’ my clips
I'm writin' down names, I'm makin' a list
I'm checkin' it twice and I'm gettin’ ’em hit
The real ones been dyin', the fake ones is lit
The game is off balance, I’m back on my shit
The Bentley is dirty, my sneakers is dirty
But that's how I like it, you all on my dick

[Verse 1]
I'm all in my bag, this hard as it get
I do not snort powder, I might take a sip
I might hit the blunt, but I'm liable to trip
I ain’t poppin' no pill, but you do as you wish
I roll with some fiends, I love 'em to death
I got a few mil' but not all of them rich
What good is the bread if my niggas is broke?
What good is first class if my niggas can't sit?
That's my next mission, that's why I can't quit
Just like LeBron, get my niggas more chips
Just put the Rollie right back on my wrist
This watch came from Drizzy, he gave me a gift
Back when the rap game was prayin' I'd diss
They act like two legends cannot coexist
But I'd never beef with a nigga for nothin'
If I smoke a rapper, it's gon' be legit
It won't be for clout, it won't be for fame
It won't be 'cause my shit ain't sellin' the same
It won't be to sell you my latest lil' sneakers
It won't be 'cause some nigga slid in my lane
Everything grows, it's destined to change
I love you lil' niggas, I'm glad that you came
I hope that you scrape every dollar you can
I hope you know money won't erase the pain
To the OGs, I'm thankin' you now
Was watchin' you when you was pavin' the ground
I copied your cadence, I mirrored your style
I studied the greats, I'm the greatest right now
Fuck if you feel me, you ain't got a choice
Now I ain't do no promo, still made all that noise
This year gon' be different, I set my intentions
I promise to slap all that hate out your voice

[Refrain]
Niggas been countin' me out
I'm countin' my bullets, I'm loadin' my clips
I'm writin' down names, I'm makin' a list
I'm checkin' it twice and I'm gettin' 'em hit
The real ones been dyin', the fake ones is lit
The game is off balance, I'm back on my shit
The Bentley is dirty, my sneakers is dirty
But that's how I like it, you all on my dick

[Chorus]
I just poured somethin' in my cup
I've been wantin' somethin' I can feel
Promise I am never lettin' up
Money in your palm don't make you real
Foot is on they neck, I got 'em stuck
I'ma give 'em somethin' they can feel
If it ain't 'bout the squad, don't give a fuck
Pistol in your hand don't make you real

[Verse 2]
I'm dead in the middle of two generations
I'm little bro and big bro all at once
Just left the lab with young 21 Savage
I'm 'bout to go and meet Jigga for lunch
Had a long talk with the young nigga Kodak
Reminded me of young niggas from 'Ville
Straight out the projects, no fakin', just honest
I wish that he had more guidance, for real
Too many niggas in cycle of jail
Spending they birthdays inside of a cell
We coming from a long bloodline of trauma
We raised by our mamas, Lord, we gotta heal
We hurting our sisters, the babies as well
We killing our brothers, they poisoned the well
Distorted self-image, we set up to fail
I'ma make sure that the real gon' prevail, nigga

[Chorus]
I just poured somethin' in my cup
I've been wantin' somethin' I can feel
Promise I am never lettin' up
Money in your palm don't make you real
Foot is on they neck, I got 'em stuck
I'ma give 'em somethin' they can feel
If it ain't 'bout the squad, don't give a fuck
Pistol in your hand don't make you real

[Outro]
Money in your palm don't make you real
Pistol in your hand don't make you real
Money in your palm don't make you real"
